time,tps,cpuusage,memoryused,memorytotal,memoryfree,pingaverage,pingmedian,pingmin,pingmax,playeronline,playermax
1677131487184,20,0.03,1498,3072,1573,0,0,0,0,0,32
1677131547184,20,0.03,1578,3072,1493,0,0,0,0,0,32
1677131607187,20,0.06,1661,3072,1410,0,0,0,0,0,32
1677131667186,20,0.04,1746,3072,1325,0,0,0,0,0,32
1677131727185,20,0.03,690,3072,2381,0,0,0,0,0,32
1677131787188,20,0.03,773,3072,2298,0,0,0,0,0,32
1677131847184,20,0.03,860,3072,2211,0,0,0,0,0,32
1677131907185,20,0.03,955,3072,2116,0,0,0,0,0,32
1677131967184,20,0.03,1043,3072,2028,0,0,0,0,0,32
1677132027186,20,0.03,1126,3072,1945,0,0,0,0,0,32
1677132087188,20,0.03,1207,3072,1864,0,0,0,0,0,32
1677132147192,20,0.05,1289,3072,1782,0,0,0,0,0,32
1677132207185,20,0.03,1374,3072,1697,0,0,0,0,0,32
1677132267186,20,0.04,1461,3072,1610,0,0,0,0,0,32
1677132327184,20,0.03,1545,3072,1526,0,0,0,0,0,32
1677132387184,20,0.03,1628,3072,1443,0,0,0,0,0,32
1677132447190,20,0.03,1709,3072,1362,0,0,0,0,0,32
1677132507185,20,0.03,649,3072,2422,0,0,0,0,0,32
1677132567185,20,0.03,731,3072,2340,0,0,0,0,0,32
1677132627185,20,0.04,813,3072,2258,0,0,0,0,0,32
1677132687185,20,0.03,893,3072,2178,0,0,0,0,0,32
1677132747184,20,0.03,976,3072,2095,0,0,0,0,0,32
1677132807184,20,0.04,1057,3072,2014,0,0,0,0,0,32
1677132867185,20,0.03,1140,3072,1931,0,0,0,0,0,32
1677132927186,20,0.03,1224,3072,1847,0,0,0,0,0,32
1677132987184,20,0.03,1305,3072,1766,0,0,0,0,0,32
1677133047185,20,0.03,1385,3072,1686,0,0,0,0,0,32
1677133107186,20,0.02,1465,3072,1606,0,0,0,0,0,32
1677133167185,20,0.04,1550,3072,1521,0,0,0,0,0,32
1677133227186,20,0.03,1632,3072,1439,0,0,0,0,0,32
1677133287188,20,0.05,1711,3072,1360,0,0,0,0,0,32
1677133347184,20,0.04,647,3072,2424,0,0,0,0,0,32
1677133407187,20,0.06,729,3072,2342,0,0,0,0,0,32
1677133467189,20,0.04,812,3072,2259,0,0,0,0,0,32
1677133527183,20,0.03,895,3072,2176,0,0,0,0,0,32
1677133587187,20,0.03,975,3072,2096,0,0,0,0,0,32
1677133647186,20,0.03,1063,3072,2008,0,0,0,0,0,32
1677133707188,20,0.03,1153,3072,1918,0,0,0,0,0,32
1677133767187,20,0.04,1238,3072,1833,0,0,0,0,0,32
1677133827190,20,0.03,1317,3072,1754,0,0,0,0,0,32
1677133887184,20,0.03,1397,3072,1674,0,0,0,0,0,32
1677133947209,20,0.03,1476,3072,1595,0,0,0,0,0,32
1677134007183,20,0.03,1558,3072,1513,0,0,0,0,0,32
1677134067189,20,0.03,1641,3072,1430,0,0,0,0,0,32
1677134127184,20,0.03,1722,3072,1349,0,0,0,0,0,32
1677134187184,20,0.03,655,3072,2416,0,0,0,0,0,32
1677134247190,20,0.04,735,3072,2336,0,0,0,0,0,32
1677134307185,20,0.03,815,3072,2256,0,0,0,0,0,32
1677134367184,20,0.03,898,3072,2173,0,0,0,0,0,32
1677134427185,20,0.03,978,3072,2093,0,0,0,0,0,32
1677134487188,20,0.03,1057,3072,2014,0,0,0,0,0,32
1677134547185,20,0.03,1139,3072,1932,0,0,0,0,0,32
1677134607190,20,0.03,1218,3072,1853,0,0,0,0,0,32
1677134667187,20,0.04,1304,3072,1767,0,0,0,0,0,32
1677134727186,20,0.03,1383,3072,1688,0,0,0,0,0,32
1677134787185,20,0.05,1462,3072,1609,0,0,0,0,0,32
1677134847184,20,0.02,1543,3072,1528,0,0,0,0,0,32
1677134907187,20,0.03,1625,3072,1446,0,0,0,0,0,32
1677134967184,20,0.03,1712,3072,1359,0,0,0,0,0,32
1677135027185,20,0.02,640,3072,2431,0,0,0,0,0,32
1677135087186,20,0.03,720,3072,2351,0,0,0,0,0,32
1677135147187,20,0.03,801,3072,2270,0,0,0,0,0,32
1677135207186,20,0.02,879,3072,2192,0,0,0,0,0,32
1677135267187,20,0.03,962,3072,2109,0,0,0,0,0,32
1677135327186,20,0.03,1043,3072,2028,0,0,0,0,0,32
1677135387184,20,0.03,1128,3072,1943,0,0,0,0,0,32
1677135447185,20,0.03,1213,3072,1858,0,0,0,0,0,32
1677135507185,20,0.03,1297,3072,1774,0,0,0,0,0,32
1677135567188,20,0.03,1382,3072,1689,0,0,0,0,0,32
1677135627184,20,0.03,1462,3072,1609,0,0,0,0,0,32
1677135687185,20,0.04,1539,3072,1532,0,0,0,0,0,32
1677135747191,20,0.04,1619,3072,1452,0,0,0,0,0,32
1677135807184,20,0.02,1700,3072,1371,0,0,0,0,0,32
1677135867185,20,0.03,1783,3072,1288,0,0,0,0,0,32
1677135927184,20,0.03,713,3072,2358,0,0,0,0,0,32
1677135987184,20,0.02,793,3072,2278,0,0,0,0,0,32
1677136047185,20,0.03,875,3072,2196,0,0,0,0,0,32
1677136107185,20,0.03,954,3072,2117,0,0,0,0,0,32
1677136167195,20,0.03,1038,3072,2033,0,0,0,0,0,32
1677136227185,20,0.03,1120,3072,1951,0,0,0,0,0,32
1677136287188,20,0.02,1202,3072,1869,0,0,0,0,0,32
1677136347186,20,0.04,1282,3072,1789,0,0,0,0,0,32
1677136407187,20,0.02,1364,3072,1707,0,0,0,0,0,32
1677136467184,20,0.03,1446,3072,1625,0,0,0,0,0,32
1677136527186,20,0.03,1527,3072,1544,0,0,0,0,0,32
1677136587186,20,0.03,1607,3072,1464,0,0,0,0,0,32
1677136647184,20,0.03,1685,3072,1386,0,0,0,0,0,32
1677136707186,20,0.03,1766,3072,1305,0,0,0,0,0,32
1677136767189,20,0.03,700,3072,2371,0,0,0,0,0,32
1677136827184,20,0.02,781,3072,2290,0,0,0,0,0,32
1677136887185,20,0.02,865,3072,2206,0,0,0,0,0,32
1677136947185,20,0.03,944,3072,2127,0,0,0,0,0,32
1677137007184,20,0.03,1026,3072,2045,0,0,0,0,0,32
1677137067185,20,0.03,1110,3072,1961,0,0,0,0,0,32
1677137127186,20,0.03,1191,3072,1880,0,0,0,0,0,32
1677137187186,20,0.04,1280,3072,1791,0,0,0,0,0,32
1677137247185,20,0.03,1364,3072,1707,0,0,0,0,0,32
1677137307193,20,0.03,1448,3072,1623,0,0,0,0,0,32
1677137367186,20,0.05,1533,3072,1538,0,0,0,0,0,32
1677137427191,20,0.03,1615,3072,1456,0,0,0,0,0,32
1677137487188,20,0.04,1694,3072,1377,0,0,0,0,0,32
1677137547186,20,0.03,1777,3072,1294,0,0,0,0,0,32
1677137607185,20,0.04,702,3072,2369,0,0,0,0,0,32
1677137667185,20,0.04,786,3072,2285,0,0,0,0,0,32
1677137727187,20,0.03,867,3072,2204,0,0,0,0,0,32
1677137787188,20,0.04,949,3072,2122,0,0,0,0,0,32
1677137847188,20,0.04,1029,3072,2042,0,0,0,0,0,32
1677137907184,20,0.03,1111,3072,1960,0,0,0,0,0,32
1677137967186,20,0.04,1194,3072,1877,0,0,0,0,0,32
1677138027189,20,0.04,1275,3072,1796,0,0,0,0,0,32
1677138087186,20,0.03,1357,3072,1714,0,0,0,0,0,32
1677138147189,20,0.02,1437,3072,1634,0,0,0,0,0,32
1677138207184,20,0.02,1515,3072,1556,0,0,0,0,0,32
1677138267184,20,0.03,1602,3072,1469,0,0,0,0,0,32
1677138327185,20,0.04,1682,3072,1389,0,0,0,0,0,32
1677138387185,20,0.04,1762,3072,1309,0,0,0,0,0,32
1677138447184,20,0.03,686,3072,2385,0,0,0,0,0,32
1677138507185,20,0.04,768,3072,2303,0,0,0,0,0,32
1677138567187,20,0.03,855,3072,2216,0,0,0,0,0,32
1677138627185,20,0.03,934,3072,2137,0,0,0,0,0,32
1677138687185,20,0.03,1014,3072,2057,0,0,0,0,0,32
1677138747192,20,0.03,1094,3072,1977,0,0,0,0,0,32
