time,tps,cpuusage,memoryused,memorytotal,memoryfree,pingaverage,pingmedian,pingmin,pingmax,playeronline,playermax
1677136437774,20,0.45,2356,6144,3787,0,0,0,0,0,32
1677136497772,20,0.46,2403,6144,3740,0,0,0,0,0,32
1677136557771,20,0.45,2450,6144,3693,0,0,0,0,0,32
1677136617775,20,0.47,2302,6144,3841,0,0,0,0,0,32
1677136677769,20,0.48,2350,6144,3793,0,0,0,0,0,32
1677136737779,20,0.42,2400,6144,3743,0,0,0,0,0,32
1677136797783,20,0.46,2445,6144,3698,0,0,0,0,0,32
1677136857776,20,0.45,2300,6144,3843,0,0,0,0,0,32
1677136917771,20,0.45,2346,6144,3797,0,0,0,0,0,32
1677136977774,20,0.45,2394,6144,3749,0,0,0,0,0,32
1677137037779,20,0.45,2445,6144,3698,0,0,0,0,0,32
1677137097776,20,0.46,2301,6144,3842,0,0,0,0,0,32
1677137157773,20,0.41,2348,6144,3795,0,0,0,0,0,32
1677137217776,20,0.46,2395,6144,3748,0,0,0,0,0,32
1677137277771,20,0.47,2442,6144,3701,0,0,0,0,0,32
1677137337776,20,0.45,2295,6144,3848,0,0,0,0,0,32
1677137397778,20,0.48,2343,6144,3800,0,0,0,0,0,32
1677137457771,20,0.43,2390,6144,3753,0,0,0,0,0,32
1677137517779,20,0.44,2437,6144,3706,0,0,0,0,0,32
1677137577780,20,0.44,2485,6144,3658,0,0,0,0,0,32
1677137637772,20,0.44,2339,6144,3804,0,0,0,0,0,32
1677137697773,20,0.42,2387,6144,3756,0,0,0,0,0,32
1677137757779,20,0.41,2434,6144,3709,0,0,0,0,0,32
1677137817771,20,0.44,2480,6144,3663,0,0,0,0,0,32
1677137877771,20,0.43,2334,6144,3809,0,0,0,0,0,32
1677137937777,20,0.47,2382,6144,3761,0,0,0,0,0,32
1677137997779,20,0.43,2429,6144,3714,0,0,0,0,0,32
1677138057777,20,0.42,2476,6144,3667,0,0,0,0,0,32
1677138117780,20,0.46,2330,6144,3813,0,0,0,0,0,32
1677138177774,20,0.44,2378,6144,3765,0,0,0,0,0,32
1677138237812,20,0.4,2426,6144,3717,0,0,0,0,0,32
1677138297772,20,0.41,2474,6144,3669,0,0,0,0,0,32
1677138357774,20,0.43,2327,6144,3816,0,0,0,0,0,32
1677138417777,20,0.41,2374,6144,3769,0,0,0,0,0,32
1677138477779,20,0.43,2422,6144,3721,0,0,0,0,0,32
1677138537775,20,0.45,2470,6144,3673,0,0,0,0,0,32
1677138597780,20,0.49,2322,6144,3821,0,0,0,0,0,32
1677138657774,20,0.45,2368,6144,3775,0,0,0,0,0,32
1677138717780,20,0.42,2416,6144,3727,0,0,0,0,0,32
1677138777778,20,0.46,2462,6144,3681,0,0,0,0,0,32
1677138837777,20,0.43,2321,6144,3822,0,0,0,0,0,32
1677138897777,20,0.46,2370,6144,3773,0,0,0,0,0,32
1677138957780,20,0.45,2418,6144,3725,0,0,0,0,0,32
1677139017772,20,0.46,2464,6144,3679,0,0,0,0,0,32
1677139077779,20,0.44,2317,6144,3826,0,0,0,0,0,32
1677139137775,20,0.45,2365,6144,3778,0,0,0,0,0,32
1677139197778,20,0.43,2411,6144,3732,0,0,0,0,0,32
1677139257777,20,0.47,2459,6144,3684,0,0,0,0,0,32
1677139317777,19.98,0.45,2311,6144,3832,0,0,0,0,0,32
1677139377782,20.02,0.41,2359,6144,3784,0,0,0,0,0,32
1677139437782,20,0.44,2407,6144,3736,0,0,0,0,0,32
1677139497780,20,0.46,2455,6144,3688,0,0,0,0,0,32
1677139557779,20,0.43,2311,6144,3832,0,0,0,0,0,32
1677139617780,20,0.44,2359,6144,3784,0,0,0,0,0,32
1677139677777,20,0.43,2407,6144,3736,0,0,0,0,0,32
1677139737778,20,0.42,2454,6144,3689,0,0,0,0,0,32
1677139797779,20,0.45,2311,6144,3832,0,0,0,0,0,32
1677139857774,20,0.42,2359,6144,3784,0,0,0,0,0,32
1677139917778,20,0.42,2406,6144,3737,0,0,0,0,0,32
1677139977775,20,0.43,2453,6144,3690,0,0,0,0,0,32
1677140037777,20,0.44,2311,6144,3832,0,0,0,0,0,32
1677140097781,20,0.45,2356,6144,3787,0,0,0,0,0,32
1677140157773,20,0.42,2405,6144,3738,0,0,0,0,0,32
1677140217778,20,0.44,2451,6144,3692,0,0,0,0,0,32
